name,price,type,efficiency,wattage,modular,color,brand,slug
Toughpower,409.46,ATX,gold,1500,Semi,,Thermaltake,thermaltake-toughpower-1500-gold
PS480D,29.99,ATX,,480,Non-modular,,Logisys,logisys-ps480d-480-nan
SL-275TFX,45.95,TFX,,275,Non-modular,Silver,Apex,apex-sl-275tfx-275-nan
PS480D2,30.99,ATX,,480,Non-modular,,Logisys,logisys-ps480d2-480-nan
POLAR,199.99,ATX,platinum,1200,Full,White,Cougar,cougar-polar-1200-platinum
Group Hydro PTM PRO,249.99,ATX,platinum,1000,Full,Black,FSP,fsp-group-hydro-ptm-pro-1000-platinum
True Power,222.02,ATX,bronze,850,Full,,Antec,antec-true-power-850-bronze
Toughpower PF1 - TT Premium Edition,362.22,ATX,platinum,1050,Full,Black,Thermaltake,thermaltake-toughpower-pf1-tt-premium-edition-1050-platinum
Argus RGB II,173.8,ATX,bronze,700,Non-modular,Black,Inter-Tech,inter-tech-argus-rgb-ii-700-bronze
POLAR,209.0,ATX,platinum,1050,Full,White,Cougar,cougar-polar-1050-platinum
XP1250MR9.2,475.05,ATX,gold,1250,Full,Black / Red,Xilence,xilence-xp1250mr9-2-1250-gold
Basiq,84.0,ATX,,350,Non-modular,,Antec,antec-basiq-350-nan
Win P65,131.0,ATX,gold,650,Full,Black,In,in-win-p65-650-gold
CL-500B,44.72,ATX,,500,Non-modular,,CoolMax,coolmax-cl-500b-500-nan
Strider Platinum,326.99,ATX,platinum,1200,Full,,Silverstone,silverstone-strider-platinum-1200-platinum
Earthwatts Green,114.64,ATX,bronze,430,Non-modular,,Antec,antec-earthwatts-green-430-bronze
Power APOLLO 600,230.84,SFX,bronze,600,Non-modular,Black,Athena,athena-power-apollo-600-600-bronze
Power AP-MTFX30,36.99,TFX,,300,Non-modular,Silver,Athena,athena-power-ap-mtfx30-300-nan
SilentStorm,156.97,SFX,bronze,450,Non-modular,Black,SHARKOON,sharkoon-silentstorm-450-bronze
Green,170.0,ATX,plus,530,Non-modular,,Rosewill,rosewill-green-530-plus
XP550R9,158.0,ATX,gold,550,Non-modular,Black / Red,Xilence,xilence-xp550r9-550-gold
EVO_Blue,114.99,ATX,gold,650,Semi,,Thermaltake,thermaltake-evo-blue-650-gold
SS-400ET Bronze,89.0,ATX,bronze,400,Non-modular,,SeaSonic,seasonic-ss-400et-bronze-400-bronze
SuperNOVA 850 GA,307.99,ATX,gold,850,Full,,EVGA,evga-supernova-850-ga-850-gold
PMG750,114.99,ATX,gold,750,Full,Black,Rosewill,rosewill-pmg750-750-gold
Earthwatts,124.98,ATX,bronze,500,Non-modular,,Antec,antec-earthwatts-500-bronze
Power & Cooling Silencer MK III,118.49,ATX,gold,750,Semi,,PC,pc-power-cooling-silencer-mk-iii-750-gold
SS-850HT Silver,169.0,ATX,silver,850,Non-modular,,SeaSonic,seasonic-ss-850ht-silver-850-silver
Polaris 3.0,220.09,ATX,gold,1050,Full,Black,Chieftec,chieftec-polaris-3-0-1050-gold
ZX-700,134.18,ATX,plus,700,Non-modular,,CoolMax,coolmax-zx-700-700-plus
900488,64.98,ATX,,550,Full,,VisionTek,visiontek-900488-550-nan
XP750R12.ARGB,208.57,ATX,gold,750,Non-modular,Black,Xilence,xilence-xp750r12-argb-750-gold
Win IP-S300FF1-0,65.94,TFX,plus,300,Non-modular,Silver,In,in-win-ip-s300ff1-0-300-plus
Power & Cooling Silencer,282.08,ATX,platinum,1200,Full,,PC,pc-power-cooling-silencer-1200-platinum
Polaris 3.0,281.83,ATX,gold,850,Full,Black,Chieftec,chieftec-polaris-3-0-850-gold
P1-650X-CAG9,101.3,ATX,bronze,650,Full,,XFX,xfx-p1-650x-cag9-650-bronze
TX750 V2,300.0,ATX,bronze,750,Non-modular,,Corsair,corsair-tx750-v2-750-bronze
FSP350-60GNV,69.99,SFX,,350,Non-modular,Silver,Sparkle,sparkle-fsp350-60gnv-350-nan
CL-700B,63.0,ATX,,700,Non-modular,,CoolMax,coolmax-cl-700b-700-nan
SS-600ES,129.01,ATX,bronze,600,Non-modular,Gray,SeaSonic,seasonic-ss-600es-600-bronze
Platinum,134.69,ATX,bronze,600,Non-modular,,SeaSonic,seasonic-platinum-600-bronze
SSP-300TBS,88.47,TFX,bronze,300,Non-modular,Silver,SeaSonic,seasonic-ssp-300tbs-300-bronze
Black Edition,126.99,ATX,silver,750,Full,,XFX,xfx-black-edition-750-silver
ZU-1000B,301.6,ATX,bronze,1000,Semi,,CoolMax,coolmax-zu-1000b-1000-bronze
RM-1000B,103.59,ATX,,1000,Non-modular,,CoolMax,coolmax-rm-1000b-1000-nan
XP1080,108.56,ATX,,1080,Full,,HEC,hec-xp1080-1080-nan
SS-300TFX Bronze,89.99,TFX,bronze,300,Non-modular,Silver,SeaSonic,seasonic-ss-300tfx-bronze-300-bronze
Group FSP300-60LG-5K,113.74,Flex ATX,bronze,300,Non-modular,Silver,FSP,fsp-group-fsp300-60lg-5k-300-bronze
Power AP-MFATX50P8,170.38,Flex ATX,silver,500,Non-modular,Silver,Athena,athena-power-ap-mfatx50p8-500-silver
CUG-950B,103.11,ATX,,950,Full,,CoolMax,coolmax-cug-950b-950-nan
TC-1200PD8G,309.99,ATX,,1200,Full,Gray,iStarUSA,istarusa-tc-1200pd8g-1200-nan
